,"bilingu_wordpair","en_wordpair","en_word_1","en_word_2","cs_wordpair","cs_word_1","cs_word_2","cs_annotator_ 1","cs_annotator_ 2","cs_annotator_ 3","cs_annotator_ 4","cs_annotator_ 5","cs_annotator_ 6","cs_annotator_ 7","cs_annotator_ 8","cs_annotator_ 9","cs_annotator_ 10","cs_annotator_ 11","cs_annotator_ 12","cs_annotator_ 13","cs_annotator_ 14","cs_annotator_ 15","cs_annotator_ 16","cs_annotator_ 17","cs_annotator_ 18","cs_annotator_ 19","cs_annotator_ 20","cs_annotator_ 21","cs_annotator_ 22","cs_annotator_ 23","cs_annotator_ 24","cs_annotator_ 25","cs upper CI","cs mean","cs lower CI"
"315","line-insurance_druh-pojištění","line-insurance","line","insurance","druh-pojištění","druh","pojištění",1,"1",0,"1",3,4,10,3,"6",7,1,8,7,"9","6","3",3,"3","7",1,7,4,"2",2,4,"13.4362532170437","7.52","1.60374678295625"
"316","line-insurance_linie-pojištění","line-insurance","line","insurance","linie-pojištění","linie","pojištění",3,"0",0,"1",1,0,0,0,"2",2,1,0,2,"1.6","0","2",3,"4","2",1,0,0,"0",0,0,"3.33496799837924","2.08","0.825032001620758"
"317","liquid-water_tekutina-voda","liquid-water","liquid","water","tekutina-voda","tekutina","voda",8,"8",8,"9",10,10,5,8,"10",8,9,8,10,"9.5","5","9",9,"8.5","7",7,10,8,"10",8,8,"18.4346440418209","12.36","6.28535595817906"
"318","liquid-water_kapalina-voda","liquid-water","liquid","water","kapalina-voda","kapalina","voda",9,"7",7,"8",9,9,9,5,"10",8,9,8,10,"8.5","9","8",9,"8","8",7,10,9,"9",6,4,"17.6204181846442","12.36","7.09958181535582"
"319","listing-category_seznam-kategorie","listing-category","listing","category","seznam-kategorie","seznam","kategorie",9,"4",7,"4",6,8,5,7,"6",7,3,8,6,"2","9","7",4,"6","7",7,8,3,"7",6,7,"9.80403026456126","8.24","6.67596973543874"
"320","listing-category_soupis-kategorie","listing-category","listing","category","soupis-kategorie","soupis","kategorie",1,"2",5,"4",6,8,4,7,"6",8,3,8,6,"6.5","8","6",2,"4","5",4,8,3,"7.5",6,9,"12.3470898323994","8.56","4.77291016760057"
"321","listing-category_výpis-kategorie","listing-category","listing","category","výpis-kategorie","výpis","kategorie",2,"3",0,"1",2,0,1,5,"7",5,1,6,2,"5.4","4","6",1,"4","4",1,2,2,"3",2,3,"8.90698325343031","5.48","2.05301674656969"
"322","listing-proximity_výpis-blízkost","listing-proximity","listing","proximity","výpis-blízkost","výpis","blízkost",4,"0",0,"0",0,0,0,0,"0",3,1,0,3,"0","0","0",2,"3","3",0,0,0,"0",0,0,"1.9577304309493","1.24","0.522269569050697"
"323","listing-proximity_soupis-blízkost","listing-proximity","listing","proximity","soupis-blízkost","soupis","blízkost",5,"0",2,"1",0,0,0,0,"1",4,1,1,3,"2.3","0","1",1,"4","3",0,2,0,"0",0,0,"4.13390631703295","2.44","0.746093682967048"
"324","listing-proximity_seznam-blízkost","listing-proximity","listing","proximity","seznam-blízkost","seznam","blízkost",3,"0",3,"1",2,0,0,2,"4",4,1,0,2,"0.6","6","3",1,"3","3",0,4,0,"0",0,0,"3.54587731471133","2.52","1.49412268528867"
"325","lobster-food_humr-jídlo","lobster-food","lobster","food","humr-jídlo","humr","jídlo",7,"6",7,"8",8,7,10,0,"9.5",5,7,8,10,"8.6","7","6",8,"7","7",7,9,8,"5.5",6,7,"16.5612730047255","11.32","6.07872699527451"
"326","lobster-wine_humr-víno","lobster-wine","lobster","wine","humr-víno","humr","víno",8,"2",5,"3",2,0,10,0,"6",8,3,7,0,"7","3","5",4,"4","7",4,8,3,"4",2,6,"11.7032159214559","7.48","3.25678407854407"
"327","love-sex_láska-sex","love-sex","love","sex","láska-sex","láska","sex",8,"4",7,"8",9,8,10,8,"9",7,6,8,7,"8.7","8","8.5",8,"6","8",5,10,8,"8.5",7,9,"17.4591441285847","12.16","6.86085587141533"
"328","lover-quarrel_milenec-hádka","lover-quarrel","lover","quarrel","milenec-hádka","milenec","hádka",2,"1",7,"4",8,5,8,3,"6",8,5,7,1,"8.7","6","7",6,"4","7",5,9,8,"8",5,7,"15.2368540031305","9.72","4.20314599686954"
"329","luxury-car_luxus-automobil","luxury-car","luxury","car","luxus-automobil","luxus","automobil",7,"3",3,"5",3,7,9,3,"9",7,4,7,7,"8.9","6","4",7,"7","6",3,8,7,"6.5",5,7,"15.7228838815014","10.04","4.35711611849861"
"330","luxury-car_luxus-auto","luxury-car","luxury","car","luxus-auto","luxus","auto",7,"4",5,"4",7,7,9,0,"8",6,3,6,7,"9.2","7","4",6,"6","7",6,9,7,"6",5,7,"16.0824126324568","10.2","4.31758736754323"
"331","magician-wizard_kouzelník-čaroděj","magician-wizard","magician","wizard","kouzelník-čaroděj","kouzelník","čaroděj",10,"9.5",9,"8",9,10,6,10,"10",9,8,9,9,"9.9","9","9.9",9,"8","9",9,10,10,"10",10,9,"19.6328760996356","13.32","7.0071239003644"
"332","man-governor_muž-guvernér","man-governor","man","governor","muž-guvernér","muž","guvernér",7,"3",3,"4",3,2,9,0,"9",6,4,9,5,"9","5","6.5",4,"5","4",4,6,3,"8",5,6,"15.3197081879091","9.4","3.48029181209088"
"333","man-governor_člověk-guvernér","man-governor","man","governor","člověk-guvernér","člověk","guvernér",7,"2",6,"4",8,1,5,2,"9",4,5,8,6,"7.8","3","7",4,"3","7",6,5,2,"2",6,4,"12.9678588183716","8.2","3.43214118162843"
"334","man-woman_muž-žena","man-woman","man","woman","muž-žena","muž","žena",9,"8",9,"8.5",8,6,10,10,"10",8,5,9,10,"10","9","9",8,"9","9",6,10,8,"9",7,10,"13.2272625938379","10.92","8.61273740616214"
"335","Maradona-football_Maradona-fotbal","Maradona-football","Maradona","football","Maradona-fotbal","Maradona","fotbal",8,"7",7,"8",10,10,10,4,"10",8,7,8,10,"9.6","9","6",8,"9","8",7,10,9,"9",7,7,"19.239667480915",13,"6.76033251908495"
"336","marathon-sprint_maratón-sprint","marathon-sprint","marathon","sprint","maratón-sprint","maratón","sprint",8,"4",7,"5",8,8,7,8,"8",7,6,5,6,"9.2","9","8",8,"5.5","8",6,10,9,"9",6,9,"17.7301240225915","11.88","6.02987597740848"
"337","marathon-sprint_maraton-sprint","marathon-sprint","marathon","sprint","maraton-sprint","maraton","sprint",8,"6",7,"5",8,5,10,8,"8",8,8,5,7,"9.2","9","8.5",8,"7","8",6,10,9,"9",6,9,"18.2095900329028","12.36","6.5104099670972"
"338","marathon-sprint_maraton-skok","marathon-sprint","marathon","sprint","maraton-skok","maraton","skok",5,"1",6,"2",1,0,9,3,"5",4,2,4,0,"6.6","8","4",4,"3","6",3,5,4,"7",3,7,"10.9664447927603","6.96","2.95355520723969"
"339","Mars-scientist_Mars-vědec","Mars-scientist","Mars","scientist","Mars-vědec","Mars","vědec",4,"2",7,"5",8,1,10,3,"8",8,3,7,6,"7.6","5","6",7,"7","7",3,7,7,"3",6,5,"13.6968938061912","9.12","4.54310619380882"
"340","Mars-water_Mars-voda","Mars-water","Mars","water","Mars-voda","Mars","voda",6,"5",3,"5",10,2,8,4,"8",7,4,6,3,"8.8","8","5",3,"5","5",4,8,4,"3",3,3,"14.7245770510981","9.08","3.43542294890188"
"341","media-gain_média-nárůst","media-gain","media","gain","média-nárůst","média","nárůst",8,"3",0,"5",3,3,3,2,"6",6,1,2,2,"7.8","6","5",4,"4","2",5,6,2,"1",1,0,"11.5998770446359","6.68","1.76012295536413"
"342","media-gain_média-výtěžek","media-gain","media","gain","média-výtěžek","média","výtěžek",2,"2",1,"7",3,0,0,2,"3",4,1,3,7,"2","3","3",2,"5","1",5,7,1,"0",0,0,"5.74393545331555","4.04","2.33606454668445"
"343","media-gain_média-zisk","media-gain","media","gain","média-zisk","média","zisk",5,"1",1,"6",5,0,0,0,"3",7,3,6,7,"4","6","4",3,"6","4",3,6,3,"1.5",0,0,"8.26873272033006","5.52","2.77126727966994"
"344","media-radio_média-rádio","media-radio","media","radio","média-rádio","média","rádio",3,"5",7,"6",6,8,10,2,"9.5",7,6,8,7,"7.3","8","7.5",6,"4","6",7,10,8,"5",6,8,"14.407856762076","10.2","5.99214323792396"
"345","media-radio_média-rozhlas","media-radio","media","radio","média-rozhlas","média","rozhlas",3,"5",7,"9",7,8,10,2,"9.5",8,6,8,6,"7.3","8","8",8,"6","7",7,10,8,"7",6,8,"15.2581717036092",11,"6.7418282963908"
"346","media-trading_média-obchodování","media-trading","media","trading","média-obchodování","média","obchodování",4,"4",2,"7",1,1,0,0,"4",6,1,6,5,"6","2","5",6,"5","4",2,4,3,"3",2,0,"9.92074604565311","6.2","2.47925395434689"
"347","media-trading_média-trénink","media-trading","media","trading","média-trénink","média","trénink",1,"0",0,"1",5,0,0,0,"3",6,1,6,2,"3","1","3",2,"3","6",0,1,2,"1",0,3,"5.46598741851086","3.44","1.41401258148914"
"348","Mexico-Brazil_Mexiko-Brazílie","Mexico-Brazil","Mexico","Brazil","Mexiko-Brazílie","Mexiko","Brazílie",8,"4",7,"4",7,1,10,3,"9",8,6,8,3,"8.6","7","8",9,"5","9",5,10,8,"4.5",6,8,"15.8834728219575","10.6","5.31652717804252"
"349","midday-noon_poledne-poledne","midday-noon","midday","noon","poledne-poledne","poledne","poledne",10,"10",10,"10",10,10,10,10,"10",10,10,10,10,"10","10","10",10,"10","10",10,10,10,"10",10,10,"9.55309330823088","8.16","6.76690669176912"
"350","midday-noon_poledne-dvanáct","midday-noon","midday","noon","poledne-dvanáct","poledne","dvanáct",9,"8",7,"8",10,8,10,10,"9",8,8,9,8,"9.8","8","8",8,"9","8.5",8,10,9,"8",7,8,"20.0442170021035","13.8","7.55578299789654"
"351","midday-noon_poledne-dvanáctá","midday-noon","midday","noon","poledne-dvanáctá","poledne","dvanáctá",9,"6",8,"8",9,9,10,10,"9",8,7,10,10,"9.8","7","9",8,"9","9",8,10,10,"10",7,10,"19.5456796803797","13.32","7.09432031962025"
"352","mile-kilometer_míle-kilometr","mile-kilometer","mile","kilometer","míle-kilometr","míle","kilometr",9,"7",8,"7",7,9,9,6,"9",7,6,8,9,"9.9","8","9",7,"7","8",7,10,8,"9.5",7,9,"19.5510688769048","13.16","6.76893112309515"
"353","minister-party_ministr-strana","minister-party","minister","party","ministr-strana","ministr","strana",4,"3.5",6,"6",8,9,10,7,"10",6,7,7,4,"7.3","3","7",8,"6.25","8",6,5,8,"7",6,7,"14.1768762107778","9.88","5.58312378922216"
"354","ministry-culture_ministerstvo-kultura","ministry-culture","ministry","culture","ministerstvo-kultura","ministerstvo","kultura",4,"2",0,"1",8,8,9,3,"8",7,8,8,9,"9","5","7",8,"6","7",8,8,6,"9",5,6,"16.5451528317945","10.68","4.81484716820551"
"355","minority-peace_menšina-mír","minority-peace","minority","peace","menšina-mír","menšina","mír",4,"1",1,"1",4,0,0,2,"3",5,2,1,4,"6.7","3","3",5,"3","2",3,5,3,"0",2,2,"9.06588972080725","5.04","1.01411027919275"
"356","minority-peace_minorita-mír","minority-peace","minority","peace","minorita-mír","minorita","mír",6,"0",4,"3",3,1,9,0,"4",6,3,4,5,"2","2","3",3,"4","5",1,5,3,"2",2,2,"6.07838329747236","4.68","3.28161670252764"
"357","money-bank_peníze-banka","money-bank","money","bank","peníze-banka","peníze","banka",9,"8",7,"8.5",7,8,10,6,"9",6,6,8,8,"9","7","8",7,"8","8",7,10,8,"9",6,7,"18.3968127402416","12.68","6.96318725975841"
"358","money-cash_peníze-hotovost","money-cash","money","cash","peníze-hotovost","peníze","hotovost",7,"8",8,"9",10,9,10,8,"10",8,9,9,8,"9.6","8","9.5",9,"7","8",7,10,10,"9.5",9,10,"19.6976609493164","13.56","7.42233905068361"
"359","money-currency_peníze-měna","money-currency","money","currency","peníze-měna","peníze","měna",7,"5",7,"8",9,5,10,4,"8",8,8,7,6,"8.8","8","7.5",8,"7","8",6,9,9,"9",8,8,"17.6911968041646","12.16","6.6288031958354"
"360","money-deposit_peníze-vklad","money-deposit","money","deposit","peníze-vklad","peníze","vklad",7,"4",6,"6",9,8,9,5,"9",5,5,8,7,"9","8","7",6,"7","8",6,9,6,"4",6,7,"16.6689089056592","11.04","5.41109109434081"
"361","money-dollar_peníze-dolar","money-dollar","money","dollar","peníze-dolar","peníze","dolar",9,"7",7,"8.5",10,9,9,5,"10",8,7,8,9,"8.5","7","7",8,"8","7",8,10,9,"8",7,8,"17.3357923441212","12.16","6.98420765587876"
"362","money-laundering_peníze-praní","money-laundering","money","laundering","peníze-praní","peníze","praní",9,"4",2,"5",9,9,9,6,"2",7,4,7,6,"8","8","6",4,"7","7",6,9,2,"7.5",5,6,"14.9609736147189","10.04","5.11902638528115"
"363","money-operation_peníze-operace","money-operation","money","operation","peníze-operace","peníze","operace",7,"2",5,"4",8,4,8,6,"7",6,3,6,4,"7.6","3","5",6,"6","6",3,6,5,"4",0,3,"12.9191761677762","8.32","3.72082383222383"
"364","money-operation_peníze-transakce","money-operation","money","operation","peníze-transakce","peníze","transakce",2,"4",6,"8",7,9,6,6,"9.5",7,5,8,4,"8.7","8","7.5",8,"6","7",7,10,4,"7",7,7,"16.3859448778297",11,"5.61405512217025"
"365","money-possession_peníze-vlastnictví","money-possession","money","possession","peníze-vlastnictví","peníze","vlastnictví",6,"3",5,"8",9,5,9,6,"9",5,6,9,7,"8","7","5",6,"7","6",4,8,7,"7.5",6,7,"15.3930493782419","10.56","5.72695062175813"
"366","money-property_peníze-majetek","money-property","money","property","peníze-majetek","peníze","majetek",6,"4",5,"7",7,8,10,7,"9",7,5,9,7,"7","9","8",7,"7","7",7,9,6,"8",7,8,"15.0250431749815",11,"6.9749568250185"
"367","money-wealth_peníze-bohatství","money-wealth","money","wealth","peníze-bohatství","peníze","bohatství",6,"6",8,"9",7,10,10,5,"10",7,8,9,8,"9.2","9","9",8,"5","8",6,10,8,"9.5",7,8,"18.2956735446556","12.4","6.50432645534437"
"368","money-withdrawal_peníze-výběr","money-withdrawal","money","withdrawal","peníze-výběr","peníze","výběr",6,"4.5",5,"8",7,9,9,3,"7",7,5,8,8,"8","8","5",6,"5","7",6,9,4,"5",3,6,"14.8219539430802","10.04","5.25804605691977"
"369","money-withdrawal_peníze-stažení","money-withdrawal","money","withdrawal","peníze-stažení","peníze","stažení",5,"4",2,"1",5,8,0,0,"4",5,1,7,6,"3","0","4",4,"5","4",6,2,1,"1",3,6,"7.33189303237937","5.28","3.22810696762063"
"370","monk-oracle_mnich-věštba","monk-oracle","monk","oracle","mnich-věštba","mnich","věštba",1,"1",2,"3",1,10,2,0,"3",4,2,4,2,"5.4","2","4",2,"2","3",1,0,2,"4",3,0,"8.31952767591227","4.92","1.52047232408773"
"371","monk-oracle_mnich-věštec","monk-oracle","monk","oracle","mnich-věštec","mnich","věštec",1,"4",2,"1",0,0,0,0,"3",7,2,5,3,"4.3","1","6",1,"1","7",1,4,1,"5",3,1,"7.67630205656002","4.72","1.76369794343998"
"372","monk-oracle_mnich-věštírna","monk-oracle","monk","oracle","mnich-věštírna","mnich","věštírna",0,"2",2,"1",4,0,0,0,"2",6,2,6,2,"3","0","3",4,"1","6",1,2,1,"7.5",2,0,"6.44800320138496","4.08","1.71199679861504"
"373","monk-slave_mnich-otrok","monk-slave","monk","slave","mnich-otrok","mnich","otrok",1,"1",1,"5",1,0,0,0,"8",4,2,3,0,"6","3","6",1,"2","5",2,4,1,"5",4,1,"9.14187353879477","5.32","1.49812646120523"
"374","month-hotel_měsíc-hotel","month-hotel","month","hotel","měsíc-hotel","měsíc","hotel",2,"1",1,"0",0,0,5,0,"5",7,1,1,0,"6.7","4","2",1,"3","3",3,4,1,"0",2,5,"8.81935492721084","4.72","0.620645072789157"
"375","morality-importance_mravnost-důležitost","morality-importance","morality","importance","mravnost-důležitost","mravnost","důležitost",7,"2",1,"3",2,2,0,5,"9",5,2,7,7,"8.9","6","2",6,"5","3",5,1,1,"5",2,0,"13.578948009526","7.68","1.78105199047395"
"376","morality-importance_morálka-důležitost","morality-importance","morality","importance","morálka-důležitost","morálka","důležitost",8,"1",4,"3",6,3,2,3,"8",5,1,5,6,"9.4","4","3",4,"8","3",6,2,3,"5",0,3,"14.6373728991029","8.32","2.00262710089711"
"377","morality-importance_moralita-význam","morality-importance","morality","importance","moralita-význam","moralita","význam",3,"2",1,"6",3,0,3,1,"7",5,1,7,5,"8.3","5","2",4,"7","3",2,0,1,"8",0,0,"12.7950191788424","7.24","1.68498082115755"
"378","morality-importance_moralita-důležitost","morality-importance","morality","importance","moralita-důležitost","moralita","důležitost",3,"3",0,"7",2,0,0,1,"8",6,1,7,5,"9.5","8","3",4,"6","5",5,1,1,"3",0,0,"14.0511275723073","7.6","1.14887242769269"
"379","morality-marriage_moralita-manželství","morality-marriage","morality","marriage","moralita-manželství","moralita","manželství",7,"2",5,"4",4,0,0,1,"9",5,1,7,5,"8.7","5","4",2,"6","5",4,7,2,"3",0,0,"13.18240892289","7.52","1.85759107711001"
"380","morality-marriage_morálka-manželství","morality-marriage","morality","marriage","morálka-manželství","morálka","manželství",3,"1",6,"6",7,3,0,1,"9",7,1,7,6,"8.8","5","4",2,"7","6",4,7,3,"5.5",2,0,"14.187703056666","8.36","2.53229694333399"
"381","morality-marriage_mravnost-manželství","morality-marriage","morality","marriage","mravnost-manželství","mravnost","manželství",2,"1",6,"6",6,3,5,3,"9",6,1,7,7,"8.8","5","4",3,"7","6",4,8,3,"7",2,5,"14.7727701493027",9,"3.22722985069733"
"382","movie-critic_film-kritik","movie-critic","movie","critic","film-kritik","film","kritik",7,"4",6,"6",5,8,10,6,"9",7,5,8,7,"9.7","8","7",7,"5","7",6,10,7,"8",7,7,"17.8521632479889","11.64","5.42783675201107"
"383","movie-popcorn_film-popcorn","movie-popcorn","movie","popcorn","film-popcorn","film","popcorn",2,"7",4,"7",7,4,9,3,"8",5,5,7,6,"9","2","7",7,"9.5","7",4,5,7,"6",5,7,"16.6940505573277","10.72","4.74594944267226"
"384","movie-popcorn_film-popkorn","movie-popcorn","movie","popcorn","film-popkorn","film","popkorn",3,"7",5,"7",4,0,10,3,"8",6,5,6,7,"9.2","4","6",7,"7.5","8",4,7,7,"7.5",6,7,"16.6089819726948","10.6","4.59101802730522"
"385","movie-star_film-hvězda","movie-star","movie","star","film-hvězda","film","hvězda",7,"1",6,"7",9,9,10,8,"9",8,5,6,5,"9","8","6",8,"8","7",7,10,8,"6.5",7,5,"17.0685241077662","11.4","5.73147589223379"
"386","movie-theater_film-divadlo","movie-theater","movie","theater","film-divadlo","film","divadlo",8,"4",7,"7",7,7,9,6,"8",8,6,9,9,"9.6","2","8",6,"6","7",6,10,7,"8",6,9,"17.9737268920567","11.84","5.7062731079433"
"387","murder-manslaughter_vražda-zabití","murder-manslaughter","murder","manslaughter","vražda-zabití","vražda","zabití",9,"8",7,"8.5",9,7,10,8,"10",8,8,9,9,"9.9","9","9.5",8,"8","8",9,9,8,"9.5",9,9,"20.0080643652147","13.6","7.19193563478535"
"388","museum-theater_muzeum-divadlo","museum-theater","museum","theater","muzeum-divadlo","muzeum","divadlo",8,"2",7,"6",6,0,9,7,"6",8,4,8,4,"8.6","5","8",6,"3","7",6,10,5,"7",5,8,"15.3608416005714",10,"4.63915839942862"
"389","music-project_hudba-projekt","music-project","music","project","hudba-projekt","hudba","projekt",1,"3",0,"5",8,0,5,0,"1",6,5,3,5,"6.5","2","2",3,"3","3",0,0,3,"3",1,1,"9.31959641164361","5.4","1.48040358835639"
"390","nature-environment_příroda-životní prostředí","nature-environment","nature","environment","příroda-životní prostředí","příroda","životní prostředí",7,"4",6,"7",8,7,10,4,"9.5",7,7,9,10,"8.9","8","7.5",8,"7","7",6,10,5,"8",6,7,"17.4184853036793","11.84","6.26151469632071"
"391","nature-environment_příroda-prostředí","nature-environment","nature","environment","příroda-prostředí","příroda","prostředí",4,"3",7,"7",7,4,10,7,"8",7,5,8,10,"9.2","0","7",6,"7","7",7,9,3,"8.5",5,8,"17.0533374847703","11.08","5.10666251522966"
"392","nature-man_příroda-člověk","nature-man","nature","man","příroda-člověk","příroda","člověk",7,"2.5",5,"9",8,8,9,3,"9",8,8,8,8,"9.3","6","7",8,"9.8","6",6,10,5,"6",6,7,"18.0119287094719","11.96","5.90807129052812"
"393","nature-man_příroda-muž","nature-man","nature","man","příroda-muž","příroda","muž",6,"1",3,"8",6,1,8,0,"6",6,3,4,6,"8","6","5",3,"6","5",4,6,3,"6",4,1,"13.2611124600339","8.2","3.13888753996608"
"394","network-hardware_síť-hardware","network-hardware","network","hardware","síť-hardware","síť","hardware",6,"1",7,"7",6,8,10,7,"9",8,2,8,9,"8.1","7","7",6,"2","7",5,8,6,"7",6,5,"15.0059339841448","10.08","5.1540660158552"
"395","news-report_zprávy-zpráva","news-report","news","report","zprávy-zpráva","zprávy","zpráva",10,"9",8,"9.9",9,10,8,9,"10",6,9,10,10,"9.9999","10","9",9,"10","9",9,10,10,"10",9,10,"18.8901150333836","12.44","5.98988496661644"
"396","news-report_noviny-zpráva","news-report","news","report","noviny-zpráva","noviny","zpráva",7,"7",7,"7",8,8,8,9,"9",6,6,8,9,"8.9","8","7.5",7,"6","7",8,9,8,"7",6,7,"17.4154504773889","11.92","6.42454952261106"
"397","news-report_zprávy-reportáž","news-report","news","report","zprávy-reportáž","zprávy","reportáž",9,"7",7,"7",8,6,6,6,"9",8,6,8,6,"6","7","7.5",7,"5","7",8,10,9,"9",7,7,"14.3154482983409","10.84","7.36455170165913"
"398","noon-string_poledne-provázek","noon-string","noon","string","poledne-provázek","poledne","provázek",0,"1",0,"0",0,0,0,0,"0",2,1,0,2,"1","2","0",0,"3","2",0,0,3,"0",0,0,"2.38057900970443","1.48","0.579420990295565"
"399","noon-string_dvanáct-struna","noon-string","noon","string","dvanáct-struna","dvanáct","struna",4,"2",2,"6",8,0,0,0,"6",7,1,7,3,"0.1","7","3",2,"2","1",4,9,0,"2",0,6,"5.53755914057282","4.2","2.86244085942718"
"400","noon-string_pravé poledne-provaz","noon-string","noon","string","pravé poledne-provaz","pravé poledne","provaz",2,"1",0,"1",0,0,0,0,"2",4,1,0,0,"4.4","1","4",0,"4","2",0,0,2,"3",0,0,"6.3243600042969","3.36","0.395639995703102"
"401","noon-string_poledne-vlákno","noon-string","noon","string","poledne-vlákno","poledne","vlákno",0,"0",0,"1",0,0,0,0,"0",3,1,0,1,"1.8","0","3",0,"2","4",0,0,0,"0",0,0,"2.92824309252567","1.64","0.351756907474325"
"402","observation-architecture_pozorování-architektura","observation-architecture","observation","architecture","pozorování-architektura","pozorování","architektura",0,"3",1,"4",5,0,3,0,"3",4,2,5,2,"4","1","2",2,"6","2",3,0,5,"2",5,2,"7.5694489501455","4.84","2.1105510498545"
"403","oil-stock_ropa-akcie","oil-stock","oil","stock","ropa-akcie","ropa","akcie",6,"4",3,"7",7,5,10,7,"8",7,3,7,7,"9","7","6",6,"4","6",5,7,8,"8",6,4,"16.302041275066","10.56","4.81795872493398"
"404","oil-stock_ropa-sklad","oil-stock","oil","stock","ropa-sklad","ropa","sklad",1,"1",1,"3",7,4,9,0,"6",5,1,7,4,"8","5","4",5,"2","4",2,7,1,"4",0,4,"12.0161723783686","6.96","1.90382762163139"
"405","oil-stock_ropa-zásoba","oil-stock","oil","stock","ropa-zásoba","ropa","zásoba",3,"3",6,"5",8,8,10,3,"9",7,4,8,6,"8.9","5","6",5,"6","6",6,9,2,"4",6,6,"15.5977307436508","9.96","4.3222692563492"
"406","OPEC-country_OPEC-stát","OPEC-country","OPEC","country","OPEC-stát","OPEC","stát",9,"4",4,"4",8,3,9,3,"5",7,3,7,8,"7","5","6.5",7,"4","5",4,10,4,"0",4,5,"12.4547802943807","8.36","4.26521970561934"
"407","OPEC-country_OPEC-země","OPEC-country","OPEC","country","OPEC-země","OPEC","země",7,"6",4,"4",6,3,6,3,"9",8,3,7,8,"8.7","7","5",7,"5","7",3,9,4,"3",5,6,"14.937645270756","9.52","4.10235472924401"
"408","OPEC-oil_OPEC-ropa","OPEC-oil","OPEC","oil","OPEC-ropa","OPEC","ropa",7,"7",8,"9",10,10,10,3,"10",6,9,9,9,"9.9","3","7",9,"9.5","9",7,10,7,"6",8,7,"19.2257256876642","12.76","6.29427431233575"
"409","opera-industry_opera-průmysl","opera-industry","opera","industry","opera-průmysl","opera","průmysl",1,"3",0,"2",0,0,0,0,"0",2,2,0,0,"2","0","5.5",2,"2","1",0,1,1,"4",0,0,"4.45030691089444","2.68","0.909693089105557"
"410","opera-performance_opera-vystoupení","opera-performance","opera","performance","opera-vystoupení","opera","vystoupení",8,"5",7,"8",7,8,10,6,"8",6,4,8,7,"8","4","6.5",6,"7","6",7,9,4,"6",6,6,"15.4667617475999","10.68","5.8932382524001"
"411","opera-performance_opera-představení","opera-performance","opera","performance","opera-představení","opera","představení",9,"7",7,"6",6,8,10,6,"9",6,5,8,8,"8.7","7","8.5",7,"5","7",6,9,5,"7.5",6,6,"16.7034382919949","11.36","6.01656170800506"
"412","peace-atmosphere_mír-atmosféra","peace-atmosphere","peace","atmosphere","mír-atmosféra","mír","atmosféra",1,"1",2,"2",5,4,5,0,"6",6,1,6,4,"4.3","2","3",1,"5","2",2,3,2,"5.5",5,0,"8.21982225959163","5.4","2.58017774040837"
"413","peace-insurance_mír-pojištění","peace-insurance","peace","insurance","mír-pojištění","mír","pojištění",3,"0",3,"6",1,0,5,0,"6",2,1,6,3,"2","1","4",2,"4","5",0,2,2,"2",0,0,"5.48111302178723","3.84","2.19888697821277"
"414","peace-plan_mír-plán","peace-plan","peace","plan","mír-plán","mír","plán",2,"0",5,"2",5,4,9,2,"3",7,3,3,5,"5.4","2","2",3,"2","5",1,9,3,"0.5",5,5,"9.02831386235118","5.8","2.57168613764882"
"415","phone-equipment_telefon-vybavení","phone-equipment","phone","equipment","telefon-vybavení","telefon","vybavení",3,"2",4,"3",4,2,6,0,"5",7,3,7,6,"4.7","2","4",1,"3","4",2,5,1,"3",2,5,"8.7628767914689","5.84","2.9171232085311"
"416","phone-equipment_telefon-výbava","phone-equipment","phone","equipment","telefon-výbava","telefon","výbava",6,"3",4,"4",7,0,0,0,"4",6,3,7,7,"2","6","4",2,"5","5",2,7,2,"4",1,4,"7.1810912678702","5.56","3.9389087321298"
"417","physics-chemistry_fyzika-chemie","physics-chemistry","physics","chemistry","fyzika-chemie","fyzika","chemie",9,"6",7,"7",7,6,10,6,"5",8,6,8,7,"8.9","7","8.5",8,"5","8",6,10,8,"8",6,8,"17.2740477937162","11.72","6.16595220628385"
"418","physics-proton_fyzika-proton","physics-proton","physics","proton","fyzika-proton","fyzika","proton",7,"7",5,"7",8,7,10,2,"9",7,6,8,8,"9.8","8","7.5",8,"4.5","8",6,10,7,"7",6,7,"18.1246530203602","11.84","5.55534697963975"
"419","plane-car_letadlo-auto","plane-car","plane","car","letadlo-auto","letadlo","auto",8,"6",7,"8.5",6,4,9,2,"8",8,8,8,4,"8.5","7","8",7,"5","8",6,9,8,"7.5",7,7,"16.4076813749302","11.2","5.99231862506984"
"420","plane-car_letadlo-automobil","plane-car","plane","car","letadlo-automobil","letadlo","automobil",6,"6",7,"6",7,4,10,2,"9",8,6,8,6,"8.5","8","8",8,"7","7",6,10,8,"7",7,8,"16.5245721971668","11.32","6.11542780283316"
"421","planet-astronomer_planeta-astronom","planet-astronomer","planet","astronomer","planeta-astronom","planeta","astronom",7,"7",7,"8",8,10,10,6,"10",8,8,8,7,"8.7","5","7",8,"7.5","6",7,9,8,"7",8,7,"16.9992556167304","11.68","6.36074438326963"
